Id	Metabolism	Metabolism__colour	Metabolism__shape	Genome	Function	Copies__autocolour
6666666_212444_278	expansion	Gray	circle	Cyanothece sp. ATCC 51142 CP000806.1	HAD_superfamily_hydrolase_subfamily_IIIAHAD_superfamily__subfamily_IIIA__phosphatase	2
6666666_212222_1907	expansion	Gray	circle	Cyanothece sp ATCC 51472 ATCC 51472 AGJC02	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212226_3490	expansion	Gray	circle	Crocosphaera watsonii WH 0402 WH 0402 CAQN01	Aldo_keto_reductase_family_1_member_B10__EC_1.1.1.__	2
6666666_212099_2150	expansion	Gray	circle	Crocosphaera watsonii WH 0401 WH 0401 CAQM01	Sepiapterin_reductase__EC_1.1.1.153_	2
6666666_212288_1435	expansion	Gray	circle	Crocosphaera watsonii WH 8501 WH 8501 AADV02	FIG00566901_hypothetical_protein	2
6666666_212279_1213	expansion	Gray	circle	Crocosphaera watsonii WH 0003 WH 0003 AESD01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212212_4330	expansion	Gray	circle	Crocosphaera watsonii WH 0005 WH 0005 CAQL01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212238_3706	expansion	Gray	circle	Crocosphaera watsonii WH 8502 WH 8502 CAQK01	Phosphoribosylamine__glycine_ligase__EC_6.3.4.13_	2
6666666_212403_725	Secondary metabolsim (antiSMASH)	Cyan	circle	Cyanothece sp. PCC 8802 CP001701.1	hypothetical_protein	2
6666666_212432_726	Secondary metabolsim (antiSMASH)	Cyan	circle	Cyanothece sp. PCC 8801 CP001287.1	FIG00557727_hypothetical_protein	2
6666666_212460_1309	expansion	Gray	circle	Cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko AP012549.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212413_1636	expansion	Gray	circle	Cyanothece sp. PCC 7424 CP001291.1	Maltose_O_acetyltransferase__EC_2.3.1.79_	2
6666666_212407_5624	expansion	Gray	circle	Cyanothece sp. PCC 7822 CP002198.1	Histidine_triad__HIT__nucleotide_binding_protein_cyanobacterial_subgroup	2
6666666_212473_6888	expansion	Gray	circle	Oscillatoria acuminata PCC 6304 CP003607.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212316_1944	expansion	Gray	circle	Neosynechococcus sphagnicola sy1 CAUP A 1101 JJML01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	1
6666666_212273_4454	expansion	Gray	circle	Planktothrix agardhii NIVA_CYA 56/3 NIVA_CYA 56/3 AVFY01	hypothetical_protein	2
6666666_212113_2130	expansion	Gray	circle	Planktothrix prolifica NIVA_CYA 406 NIVA_CYA 406 AVFV01	hypothetical_protein	2
6666666_212328_3488	expansion	Gray	circle	Planktothrix agardhii NIVA_CYA 34 NIVA_CYA 34 AVFT01	hypothetical_protein	2
6666666_212263_940	expansion	Gray	circle	Planktothrix rubescens NIVA_CYA 407 NIVA_CYA 407 AVFW01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212071_2471	expansion	Gray	circle	Planktothrix mougeotii NIVA_CYA 405 NIVA_CYA 405 AVFU01	FIG01191482_hypothetical_protein	2
6666666_212068_1615	expansion	Gray	circle	Planktothrix agardhii NIVA_CYA 15 NIVA_CYA 15 AVFS01	FIG00871617_hypothetical_protein	2
6666666_212088_528	expansion	Gray	circle	Planktothrix prolifica NIVA_CYA 540 NIVA_CYA 540 AVFX01	hypothetical_protein	2
6666666_212118_3407	expansion	Gray	circle	Planktothrix prolifica NIVA_CYA 98 NIVA_CYA 98 AVFZ01	Signal_recognition_particle_GTPase	2
6666666_212416_3263	expansion	Gray	circle	Planktothrix agardhii NIVA-CYA 126/8 CM002803.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212072_3010	expansion	Gray	circle	Leptolyngbya boryana PCC 6306 PCC 6306 ALVM01	UDP_glucose_4_epimerase__EC_5.1.3.2_	2
6666666_212170_5428	expansion	Gray	circle	Leptolyngbya sp NIES_2104 NIES_2104 BBWW01	UPF0272_protein_Slr1411	2
6666666_212443_1684	expansion	Gray	circle	Leptolyngbya sp. NIES-3755 AP017308.1	soluble_2Fe_2S_ferredoxin	2
6666666_212175_5036	expansion	Gray	circle	Oscillatoriales cyanobacterium USR001 MBRE01	hypothetical_protein	2
6666666_212302_2339	expansion	Gray	circle	Oscillatoria sp PCC 10802 PCC 10802 ANKO01	Alkaline_phosphatase__EC_3.1.3.1_	2
6666666_212076_558	expansion	Gray	circle	Filamentous cyanobacterium ESFC_1 ESFC_1 ARCP01	hypothetical_protein	2
6666666_212286_4734	expansion	Gray	circle	Synechococcus sp PCC 7336 PCC 7336 ALWC01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212439_2330	expansion	Gray	circle	Synechococcus sp. JA-3-3Ab CP000239.1	dTDP_glucose_46_dehydratase__EC_4.2.1.46_	2
6666666_212454_461	expansion	Gray	circle	Synechococcus sp. JA-2-3B a2-13 CP000240.1	Putrescine_transport_ATP_binding_protein_PotA__TC_3.A.1.11.1_	2
6666666_212269_745	expansion	Gray	circle	Candidatus Synechococcus spongiarum SP3 JXQG01	tRNA_Ala_GGC	2
6666666_212131_1433	Central metabolism	Red	circle	Candidatus Synechococcus spongiarum 142 JXUO01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	1
6666666_212141_1796	expansion	Gray	circle	Candidatus Synechococcus spongiarum 15L JYFQ01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212396_1834	expansion	Gray	circle	Synechococcus sp. WH 7803 CT971583.1	FIG01150653_hypothetical_protein	2
6666666_212058_715	expansion	Gray	circle	Synechococcus sp WH 5701 WH 5701 AANO01	Branched_chain_amino_acid_ABC_transporter_amino_acid_binding_protein__TC_3.A.1.4.1_	2
6666666_212108_570	expansion	Gray	circle	Synechococcus sp GFB01 GFB01 LFEK01	Cobalt_zinc_cadmium_resistance_protein	2
6666666_212299_2528	expansion	Gray	circle	Synechococcus sp CB0101 CB0101 ADXL01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212216_2606	expansion	Gray	circle	Synechococcus sp CB0205 CB0205 ADXM01	FIG01150402_hypothetical_protein	2
6666666_212420_1691	expansion	Gray	circle	Synechococcus sp. WH 8109 CP006882.1	hypothetical_protein	2
6666666_212353_1797	expansion	Gray	circle	Synechococcus sp REDSEA_S02_B4 LURK01	Oligoketide_cyclase_lipid_transport_protein_homolog	2
6666666_212177_472	expansion	Gray	circle	Synechococcus sp REDSEA_S01_B1 LURJ01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212446_2608	expansion	Gray	circle	Synechococcus sp. KORDI-52 CP006271.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212470_854	expansion	Gray	circle	Synechococcus sp. CC9605 CP000110.1	Lysyl_tRNA_synthetase__class_II___EC_6.1.1.6_	2
6666666_212402_2518	expansion	Gray	circle	Synechococcus sp. KORDI-49 CP006270.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212471_2415	expansion	Gray	circle	Synechococcus sp. KORDI-100 CP006269.1	3_polyprenyl_4_hydroxybenzoate_carboxy_lyase__EC_4.1.1.__	2
6666666_212264_1589	expansion	Gray	circle	Synechococcus sp CC9616 CC9616 AZXL01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212465_517	expansion	Gray	circle	Prochlorococcus sp. MIT 0801 CP007754.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212417_495	expansion	Gray	circle	Prochlorococcus marinus str. NATL1A CP000553.1	FIG00940496_hypothetical_protein	2
6666666_212165_68	expansion	Gray	circle	Prochlorococcus marinus str PAC1 PAC1 JNAX01	FIG00940487_hypothetical_protein	2
6666666_212448_450	expansion	Gray	circle	Prochlorococcus marinus str. MIT 9211 CP000878.1	Deoxyribose_phosphate_aldolase__EC_4.1.2.4_	2
6666666_212215_1094	expansion	Gray	circle	Prochlorococcus sp MIT 0601 MIT 0601 JNAU01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212351_1486	expansion	Gray	circle	Prochlorococcus marinus str SS2 SS2 JNAY01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212427_436	expansion	Gray	circle	Prochlorococcus marinus subsp. marinus str. CCMP1375 AE017126.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212146_426	expansion	Gray	circle	Prochlorococcus marinus str SS35 SS35 JNAZ01	GTP_binding_protein_Obg	2
6666666_212122_1473	expansion	Gray	circle	Prochlorococcus sp SS52 SS52 JNBE01	FIG00941478_hypothetical_protein	2
6666666_212149_674	expansion	Gray	circle	Prochlorococcus marinus str LG LG JNAT01	DNA_ligase__EC_6.5.1.2_	2
6666666_212194_1649	expansion	Gray	circle	Prochlorococcus marinus str SS51 SS51 JNBD01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212314_16	Central metabolism	Red	circle	Prochlorococcus sp W7 ALPE01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	1
6666666_212319_259	Central metabolism	Red	circle	Prochlorococcus sp W8 ALPF01	DNA_directed_RNA_polymerase_delta__=_beta____subunit__EC_2.7.7.6_	1
6666666_212266_438	expansion	Gray	circle	Prochlorococcus marinus str EQPAC1 EQPAC1 JNAG01	hypothetical_protein	2
6666666_212474_484	expansion	Gray	circle	Prochlorococcus marinus subsp. pastoris str. CCMP1986 BX548174.1	hypothetical_protein	2
6666666_212401_514	expansion	Gray	circle	Prochlorococcus marinus str. MIT 9515 CP000552.1	hypothetical_protein	2
6666666_212322_1602	Central metabolism	Red	circle	Prochlorococcus sp scB245a_520K10 JFNU01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	1
6666666_212105_1496	expansion	Gray	circle	Prochlorococcus sp scB241_528O2 JFLJ01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212262_1064	expansion	Gray	circle	Prochlorococcus sp scB243_495D8 JFLT01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212063_1498	expansion	Gray	circle	Prochlorococcus sp scB241_528J8 JFLE01	FIG00941500_hypothetical_protein	2
6666666_212214_1370	expansion	Gray	circle	Prochlorococcus sp scB245a_518K17 JFNF01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212285_1115	Central metabolism	Red	circle	Prochlorococcus sp scB241_526B17 JFKN01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	1
6666666_212173_804	Central metabolism	Red	circle	Prochlorococcus sp scB243_495N3 JFLZ01	Pyruvate_dehydrogenase_E1_component_alpha_subunit__EC_1.2.4.1_	1
6666666_212268_1148	expansion	Gray	circle	Prochlorococcus sp scB243_498B23 JFMN01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212304_1297	expansion	Gray	circle	Prochlorococcus sp scB241_528N17 JFLG01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212250_481	Central metabolism	Red	circle	Prochlorococcus sp scB245a_519B7 JFNI01	DNA_recombination_and_repair_protein_RecO	1
6666666_212090_1054	expansion	Gray	circle	Prochlorococcus sp scB245a_521M10 JFOA01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212127_1205	Central metabolism	Red	circle	Prochlorococcus sp scB241_529J11 JFLP01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	1
6666666_212151_965	expansion	Gray	circle	Prochlorococcus sp REDSEA_S28_B1 LUPV01	BioD_like_N_terminal_domain_of_phosphotransacetylase	2
6666666_212258_246	expansion	Gray	circle	Prochlorococcus marinus str SB SB JNAS01	Possible_ABC_transporter_ATP_binding_protein	2
6666666_212121_1451	expansion	Gray	circle	Prochlorococcus sp scB243_495K23 JFLW01	Anthranilate_synthase_aminase_component__EC_4.1.3.27_	2
6666666_212206_1036	Central metabolism	Red	circle	Prochlorococcus sp scB241_527L15 JFKY01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	1
6666666_212159_1339	expansion	Gray	circle	Prochlorococcus sp scB241_527P5 JFLC01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212281_1077	expansion	Gray	circle	Prochlorococcus sp scB241_529O19 JFLS01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212366_1253	Central metabolism	Red	circle	Prochlorococcus sp scB241_529B19 JFLM01	FIG00941256_hypothetical_protein	1
6666666_212092_901	expansion	Gray	circle	Prochlorococcus sp scB241_527L16 JFKZ01	ATP_synthase_gamma_chain__EC_3.6.3.14_	2
6666666_212056_799	Central metabolism	Red	circle	Prochlorococcus sp scB241_529J16 JFLR01	Glycosyl_transferase_family_2	1
6666666_212195_1061	expansion	Gray	circle	Prochlorococcus sp scB245a_519E23 JFNL01	FIG00941062_hypothetical_protein	2
6666666_212275_1327	Central metabolism	Red	circle	Prochlorococcus sp scB243_498L10 JFMT01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	1
6666666_212186_1053	expansion	Gray	circle	Prochlorococcus sp scB241_527I9 JFKX01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212136_1436	expansion	Gray	circle	Prochlorococcus sp scB245a_521B10 JFNX01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212282_1423	Central metabolism	Red	circle	Prochlorococcus sp scB245a_520B18 JFNQ01	DNA_polymerase_III_subunits_gamma_and_tau__EC_2.7.7.7_	1
6666666_212335_1157	Central metabolism	Red	circle	Prochlorococcus sp scB241_526K3 JFKR01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	1
6666666_212160_1310	expansion	Gray	circle	Prochlorococcus sp scB245a_519L21 JFNN01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212320_1289	expansion	Gray	circle	Prochlorococcus sp scB243_496N4 JFMG01	Prephenate_dehydratase__EC_4.2.1.51_	2
6666666_212287_1176	expansion	Gray	circle	Prochlorococcus sp scB245a_519C7 JFNJ01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212234_1368	expansion	Gray	circle	Prochlorococcus sp scB241_528K19 JFLF01	Pyridoxine_5__phosphate_synthase__EC_2.6.99.2_	2
6666666_212352_1156	expansion	Gray	circle	Prochlorococcus sp scB245a_519O11 JFNO01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212252_1453	expansion	Gray	circle	Prochlorococcus sp scB241_529C4 JFLN01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212094_934	Central metabolism	Red	circle	Prochlorococcus sp scB245a_520D2 JFNR01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	1
6666666_212349_1320	expansion	Gray	circle	Prochlorococcus sp scB243_498P15 JFMX01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212241_975	expansion	Gray	circle	Prochlorococcus sp scB243_496E10 JFMD01	hypothetical_protein	2
6666666_212343_1233	expansion	Gray	circle	Prochlorococcus sp scB241_528N8 JFLI01	FIG00941235_hypothetical_protein	2
6666666_212147_1647	Central metabolism	Red	circle	Prochlorococcus sp scB245a_518O7 JFNG01	GTP_binding_protein_EngA	1
6666666_212126_756	expansion	Gray	circle	Prochlorococcus marinus str MIT 9302 MIT 9302 JNAM01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212297_1936	expansion	Gray	circle	Prochlorococcus marinus str MIT 9201 MIT 9201 JNAL01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212406_510	expansion	Gray	circle	Prochlorococcus marinus str. MIT 9215 CP000825.1	FIG00940511_hypothetical_protein	1
6666666_212464_488	expansion	Gray	circle	Prochlorococcus marinus str. AS9601 CP000551.1	FIG00940489_hypothetical_protein	2
6666666_212267_1073	expansion	Gray	circle	Prochlorococcus sp scB245a_519O21 JFNP01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212290_1052	expansion	Gray	circle	Prochlorococcus sp scB241_528P14 JFLK01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212451_458	expansion	Gray	circle	Prochlorococcus marinus str. MIT 9301 CP000576.1	possible_TIR_domain	2
6666666_212219_1193	expansion	Gray	circle	Prochlorococcus marinus str MIT 9321 MIT 9321 JNAP01	FIG00941196_hypothetical_protein	2
6666666_212247_599	expansion	Gray	circle	Prochlorococcus marinus str MIT 9322 MIT 9322 JNAQ01	FIG00940579_hypothetical_protein	2
6666666_212128_990	expansion	Gray	circle	Prochlorococcus marinus str MIT 9401 MIT 9401 JNAR01	FIG00940991_hypothetical_protein	2
6666666_212162_1088	expansion	Gray	circle	Prochlorococcus marinus str MIT 9311 MIT 9311 JNAN01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212481_447	expansion	Gray	circle	Prochlorococcus marinus str. MIT 9312 CP000111.1	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212341_1037	expansion	Gray	circle	Prochlorococcus sp scB245a_518I6 JFND01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212100_1503	expansion	Gray	circle	Prochlorococcus sp scB243_498I20 JFMR01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212271_1213	Central metabolism	Red	circle	Prochlorococcus sp scB245a_518A6 JFNA01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	1
6666666_212106_644	expansion	Gray	circle	Prochlorococcus sp scB241_527E15 JFKV01	FIG00940454_hypothetical_protein	1
6666666_212134_1421	expansion	Gray	circle	Prochlorococcus sp scB241_529J15 JFLQ01	LSU_ribosomal_protein_L24p__L26e_	2
6666666_212163_995	expansion	Gray	circle	Prochlorococcus sp scB243_496A2 JFMC01	tRNA_Ser_GGA	2
6666666_212362_878	expansion	Gray	circle	Prochlorococcus sp scB245a_521C8 JFNY01	3_oxoacyl_acyl_carrier_protein_synthase_KASII__EC_2.3.1.41_	2
6666666_212217_1199	expansion	Gray	circle	Prochlorococcus sp scB245a_518J7 JFNE01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212270_948	expansion	Gray	circle	Prochlorococcus sp scB243_498N4 JFMV01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212070_1334	expansion	Gray	circle	Prochlorococcus sp scB241_529D18 JFLO01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212360_1209	expansion	Gray	circle	Prochlorococcus sp scB243_498A3 JFML01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212325_770	expansion	Gray	circle	Prochlorococcus sp REDSEA_S23_B1 LUPU01	D_alanyl_D_alanine_carboxypeptidase__EC_3.4.16.4_	2
6666666_212125_1116	expansion	Gray	circle	Prochlorococcus marinus str MIT 9314 MIT 9314 JNAO01	hypothetical_protein	2
6666666_212116_1234	expansion	Gray	circle	Prochlorococcus sp scB243_495G23 JFLU01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212192_805	expansion	Gray	circle	Prochlorococcus marinus str MIT 9107 MIT 9107 JNAI01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212079_1591	expansion	Gray	circle	Prochlorococcus marinus str MIT 9123 MIT 9123 JNAK01	Imidazole_glycerol_phosphate_synthase_cyclase_subunit__EC_4.1.3.__	2
6666666_212280_1458	expansion	Gray	circle	Prochlorococcus marinus str MIT 9116 MIT 9116 JNAJ01	possible_TIR_domain	2
6666666_212139_569	expansion	Gray	circle	Prochlorococcus sp scB243_497N18 JFMK01	hypothetical_protein	2
6666666_212089_1265	expansion	Gray	circle	Prochlorococcus sp scB243_498B22 JFMM01	LSU_ribosomal_protein_L28p	2
6666666_212284_270	expansion	Gray	circle	Prochlorococcus sp scB245a_520M11 JFNV01	Urea_ABC_transporter_ATPase_protein_UrtD	2
6666666_212199_1387	expansion	Gray	circle	Prochlorococcus sp scB243_498C16 JFMO01	ATP_synthase_gamma_chain__EC_3.6.3.14_	2
6666666_212123_936	Central metabolism	Red	circle	Prochlorococcus sp scB241_527E14 JFKU01	Protein_export_cytoplasm_protein_SecA_ATPase_RNA_helicase__TC_3.A.5.1.1_	1
6666666_212410_470	expansion	Gray	circle	Prochlorococcus sp. MIT 0604 CP007753.1	FIG00940734_hypothetical_protein	2
6666666_212321_8784	expansion	Gray	circle	Mastigocoleus testarum BC008 BC008 AXAQ01	GTP_pyrophosphokinase__EC_2.7.6.5_	5
6666666_212142_4355	expansion	Gray	circle	Hassallia byssoidea VB512170 VB512170 JTCM01	Ornithine_carbamoyltransferase__EC_2.1.3.3_	5
6666666_212315_6019	expansion	Gray	circle	Oscillatoriales cyanobacterium MTP1 MTP1 LNAA01	SSU_ribosomal_protein_S3p__S3e_	3
6666666_212321_7517	expansion	Gray	circle	Mastigocoleus testarum BC008 BC008 AXAQ01	Phosphoribosylformimino_5_aminoimidazole_carboxamide_ribotide_isomerase__EC_5.3.1.16_	5
6666666_212321_9837	expansion	Gray	circle	Mastigocoleus testarum BC008 BC008 AXAQ01	FIG00873162_hypothetical_protein	5
